7,86
8,66
2,47
9,9
8,22
8,20
10,89
10,22
5,33
2,39
7,88
4,2
9,80
7,4
7,98
9,40
10,16
3,8
2,36
10,33
8,56
10,48
1,23
10,4
10,12
8,50
7,68
10,13
6,27
10,17
9,99
1,78
9,77
8,68
5,50
6,65
9,7
6,97
8,55
1,29
9,27
3,89
7,21
4,86
8,85
6,44
3,73
7,74
1,90
3,21
1,94
2,26
10,53
9,99
5,4
7,53
2,72
5,99
4,48
6,26
5,75
10,37
1,89
3,93
4,96
7,87
3,36
7,71
1,52
8,80
2,31
10,8
8,48
2,71
10,90
5,98
6,24
4,39
4,78
2,88
4,8
5,12
6,43
10,23
9,72
3,30
3,58
7,15
8,77
4,87
6,36
7,20
9,57
1,11
1,19
8,76
2,91
9,84
6,56
3,22
4,54
2,96
7,23
10,8
7,42
9,97
3,51
7,74
1,26
5,89
2,52
4,29
10,67
1,66
9,80
3,2
10,96
6,97
3,56
7,4
8,58
2,18
4,36
6,45
8,54
3,63
8,19
3,100
10,39
4,59
3,7
2,93
4,63
8,71
6,74
8,76
6,58
9,58
1,9
2,91
2,6
7,82
1,23
9,61
2,49
5,88
6,57
2,50
2,21
1,38
9,14
2,66
3,11
6,62
7,10
9,25
9,88
6,87
10,21
3,83
2,54
3,16
5,51
10,2
9,98
2,94
7,79
6,21
1,64
8,92
3,38
6,38
3,71
1,62
6,29
3,26
8,33
6,75
5,100
9,31
10,67
9,33
4,13
7,44
5,8
7,19
5,99
8,30
9,36
7,17
1,71
7,60
3,10
7,31
3,29
8,75
2,60
10,84
9,4
8,84
6,66
5,50
4,96
1,81
5,46
10,91
9,30
1,13
5,13
1,72
7,21
6,51
2,98
8,79
6,7
4,41
8,15
4,79
3,32
1,36
3,45
1,87
2,47
9,42
5,51
1,15
3,80
10,14
4,52
1,50
5,98
10,1
2,21
6,59
4,40
7,25
3,79
8,19
3,25
8,25
2,16
8,47
2,35
3,25
3,31
3,45
6,45
10,92
3,9
9,99
4,46
5,94
3,47
6,1
10,72
7,86
9,12
7,83
2,51
6,61
1,89
6,67
10,12
1,69
9,51
1,90
7,43
7,81
7,67
2,46
9,65
9,38
8,11
3,52
9,77
10,37
5,60
3,47
10,83
9,22
9,88
9,56
4,2
10,94
7,78
10,98
8,33
3,58
2,28
6,13
2,16
6,63
3,19
2,32
10,13
6,11
7,64
3,23
8,5
3,34
9,63
5,89
4,75
2,76
9,30
4,88
6,16
2,15
7,66
2,7
8,2
10,19
4,95
4,23
7,99
3,31
8,91
9,17
10,94
7,2
7,57
7,22
2,92
4,41
5,35
9,33
10,99
2,43
5,62
8,13
5,77
6,8
4,96
1,50
10,62
6,68
9,83
1,72
1,69
2,87
5,33
7,21
10,22
4,94
9,25
6,28
8,88
3,71
4,70
9,60
6,10
6,1
9,89
7,20
3,53
5,50
3,93
2,18
5,14
5,38
1,64
3,54
6,67
5,27
7,86
2,76
5,36
1,19
1,72
4,5
4,22
8,53
9,65
9,27
6,16
6,49
4,46
7,23
7,91
1,17
5,49
2,64
6,48
10,48
3,67
6,86
2,47
1,50
5,25
6,53
6,67
5,95
9,17
7,45
7,63
8,87
6,61
6,31
1,23
7,73
9,7
7,31
6,39
3,49
1,4
8,67
9,30
2,43
1,16
1,48
3,15
10,73
4,26
5,58
2,99
5,5
9,98
2,25
7,12
6,68
2,57
8,97
3,44
10,98
2,15
8,59
8,45
6,19
5,68
5,55
3,83
2,80
8,23
9,10
7,82
1,11
9,40
7,52
1,96
9,56
5,91
10,98
7,68
6,12
6,80
4,39
5,93
9,77
5,73
5,41
1,88
10,67
2,24
4,59
2,26
5,89
4,10
1,4
10,3
8,52
10,94
9,38
8,21
1,63
1,95
2,80
7,28
10,42
10,30
6,34
7,49
5,55
6,49
4,85
1,75
2,39
4,83
5,26
6,17
1,68
7,77
9,98
3,37
1,8
5,86
2,70
3,4
7,30
9,33
2,91
6,49
6,85
1,78
1,76
4,7
6,77
9,50
1,21
4,77
2,80
4,14
7,63
6,38
4,63
3,2
1,11
6,90
10,58
5,20
1,37
4,29
4,55
3,13
10,85
7,58
4,18
5,41
4,45
10,94
8,67
9,4
10,100
3,37
5,44
6,29
5,44
9,93
6,85
2,90
3,26
2,78
5,57
1,30
7,59
9,48
3,20
5,10
5,26
8,18
1,38
9,3
6,46
5,74
10,49
7,9
4,87
2,99
6,55
8,44
3,48
2,52
1,1
3,53
4,44
4,75
4,56
9,41
9,60
1,21
4,15
2,2
4,60
1,36
9,72
9,28
1,75
4,13
10,49
5,99
7,97
4,25
4,78
9,86
5,53
2,99
9,63
5,37
8,43
8,77
2,72
2,21
5,62
9,92
2,46
8,33
5,36
5,41
1,10
10,5
2,46
6,48
5,29
10,73
2,30
7,31
5,52
4,89
9,63
2,30
4,26
9,78
9,73
3,58
1,74
10,79
5,48
3,72
1,75
6,33
10,20
10,92
7,88
3,86
7,51
4,100
7,4
6,35
9,53
6,4
8,23
8,31
3,2
7,54
1,87
10,11
2,51
1,36
8,19
1,38
9,41
10,77
8,40
5,50
10,53
4,57
1,81
8,69
3,77
10,93
3,95
10,3
4,70
1,41
2,45
9,53
2,27
8,48
2,20
5,5
7,5
7,30
3,6
10,60
10,64
4,63
2,18
9,56
9,9
3,28
1,56
1,59
8,55
3,28
7,64
6,32
1,47
6,72
8,82
7,29
2,10
9,10
9,33
8,50
2,4
1,18
9,14
8,75
6,71
2,10
5,59
7,18
3,28
6,7
8,76
10,62
4,16
8,13
3,79
8,52
8,30
9,27
1,66
9,71
2,28
4,21
5,45
1,28
2,46
10,7
8,85
10,53
5,66
8,99
5,17
4,51
6,9
1,71
2,27
4,81
6,74
3,58
5,20
8,69
10,44
2,71
10,35
8,88
4,24
10,95
4,50
7,41
7,94
5,7
4,8
1,38
8,80
9,41
7,47
2,68
10,84
7,62
6,15
10,81
1,24
7,53
3,8
2,44
3,74
4,10
1,64
2,47
4,5
8,3
8,81
7,54
4,64
2,53
4,77
3,28
1,52
10,22
3,79
9,93
9,80
1,30
2,19
10,91
9,8
9,37
9,84
6,48
5,13
6,51
6,30
6,81
6,27
2,60
6,76
7,81
7,44
10,97
5,18
8,63
4,92
4,74
3,47
2,82
8,14
7,58
3,50
3,41
5,2
4,70
1,36
7,35
1,87
10,30
5,4
3,27
4,70
7,79
4,54
5,35
5,53
4,47
6,19
8,81
2,97
10,58
7,35
10,26
5,27
4,82
3,12
9,100
2,55
3,73
2,62
3,97
9,88
3,69
1,85
9,89
4,48
6,26
5,34
4,89
9,13
3,9
4,1
6,62
9,77
3,87
9,4
3,62
9,51
10,83
2,55
8,42
8,87
4,75
2,50
8,78
5,89
3,61
4,5
6,86
7,22
2,32
5,27
4,38
1,66
7,11
10,5
9,1
10,49
1,50
1,47
4,42
9,72
5,2
2,100
2,98
1,2
3,99
1,42
6,92
3,97
6,17
6,17
6,29
3,94
2,97
1,56
3,28
8,67
3,49
2,16
2,62
8,43
5,84
2,13
1,8
4,25
9,15
9,45
5,41
2,68
7,47
6,21
8,9
8,2
3,45
1,52
10,85
5,2
9,35
1,56
10,83
9,38
2,96
6,100
2,71
1,75
7,33
7,68
10,33
2,85
4,44
8,35
10,54
8,8
10,27
1,78
9,38
10,61
6,86
9,65
9,72
4,85
6,23
5,97
6,2
5,91
1,36
9,89
4,91
4,29
3,62
9,29
2,57
5,96
9,25
4,33
1,31
5,60
6,83
1,3
5,75
9,70
4,88
10,40
2,37
7,61
7,90
7,84
3,53
3,100
8,70
2,68
8,22
1,12
2,61
2,18
5,93
9,83
5,7
6,39
3,62
7,47
3,62
4,52
8,59
5,80
8,29
5,96
8,69
10,74
5,2
8,87
7,32
5,64
8,38
10,13
1,98
5,16
8,98
2,8
7,39
1,15
10,14
1,14
10,49
3,12
3,80
9,52
7,80
4,1
7,82
5,41
8,95
1,49
7,94
3,45
3,30
6,6
5,21
8,33
9,7
9,47
7,64
9,80
5,39
6,47
1,32
2,55
5,6
9,73
8,38
4,62
4,6
2,43
7,37
7,36
1,7
8,13
6,1
3,2
1,52
8,58
7,49
6,62
5,96
6,71
4,65
1,67
7,67
7,8
7,68
4,70
9,98
5,31
10,29
8,85
8,57
3,47
2,49
3,100
1,74
5,32
1,26
2,8
1,56
3,96
9,95
2,55
7,13
8,20
10,15
7,25
7,58
2,74
1,23
1,10
9,52
8,9
3,90
9,34
10,94
1,60
3,54
10,28
4,88
8,17
6,12
10,66
2,35
5,55
10,79
5,35
1,27
2,14
9,67
3,72
3,48
2,84
1,43
5,98
5,10
3,38
10,50
10,47
10,67
10,94
1,11
2,51
6,91
3,33
2,60
6,36
3,21
10,84
10,50
10,41
4,85
4,50
1,43
4,66
2,82
1,45
4,89
6,12
3,65
8,67
7,31
3,60
9,63
4,25
4,6
10,9
5,36
1,80
4,30
1,80
7,38
7,98
2,79
7,28
3,54
2,2
7,9
10,51
6,15
9,71
6,72
1,71
1,22
4,42
5,34
7,18
10,24
8,86
9,86
8,64
9,32
2,92
1,8
1,75
4,69
2,60
1,39
10,71
6,85
9,88
1,49
5,32
8,86
10,23
4,18
1,69
3,53
5,83
1,78
9,60
7,63
8,96
5,57
1,23
7,22
7,92
8,49
7,62
3,78
4,60
5,84
8,22
3,79
7,51
10,79
8,30
2,90
2,74
10,96
10,16
1,78
9,47
3,28
7,30
9,43
5,75
7,7
5,10
8,44
5,66
2,80
9,63
4,40
9,29
2,20
3,60
5,68
1,100
1,62
1,62
4,12
9,76
10,70
5,29
2,32
7,86
4,82
2,68
3,66
1,7
9,96
1,43
10,24
2,100
1,91
4,31
10,30
7,44
5,82
6,7
9,88
1,74
6,67
1,97
8,71
10,59
3,23
9,21
5,63
2,81
7,32
3,24
7,12
3,86
5,69
1,57
5,53
2,35
10,75
1,73
6,24
4,71
7,87
5,33
4,88
9,63
8,19
1,39
6,17
7,23
2,97
4,51
9,19
4,87
9,96
4,49
9,100
5,2
6,41
2,35
8,1
2,82
6,60
5,4
3,50
7,100
2,10
8,23
10,12
7,46
8,3
2,89
1,42
5,65
2,11
10,67
7,56
10,42
1,25
4,20
2,90
7,20
1,98
1,88
9,5
8,51
4,94
8,73
1,53
4,19
5,26
2,37
1,27
10,97
6,59
2,32
3,45
2,4
1,91
10,2
5,48
10,94
1,66
8,32
8,12
7,94
4,73
10,37
6,2
4,50
10,15
4,20
8,21
1,76
3,77
5,29
2,23
8,97
6,21
3,2
10,7
1,35
7,76
1,81
6,8
1,85
3,19
9,21
8,33
4,73
10,44
8,46
7,35
5,95
3,80
7,9
5,9
7,78
9,3
3,66
8,52
5,19
6,55
3,75
10,27
1,80
9,49
2,68
4,14
1,57
8,40
7,71
6,52
4,48
3,96
5,62
2,95
10,81
8,74
9,89
1,31
8,88
5,5
2,97
9,50
6,23
10,44
3,34
5,56
8,76
8,24
5,23
10,49
7,18
10,34
5,35
10,39
1,83
6,9
9,100
6,55
2,76
7,80
2,26
3,58
5,51
2,66
9,25
1,91
1,17
9,62
4,68
4,3
5,51
9,73
10,5
4,38
2,26
8,8
6,40
2,87
10,92
2,15
1,34
7,19
3,68
7,36
2,71
1,69
9,17
5,2
2,32
5,24
7,32
8,4
10,41
3,42
4,44
8,8
9,85
9,15
5,33
8,100
3,23
6,23
2,1
8,80
7,39
6,76
9,39
3,38
4,97
1,16
4,1
5,80
2,3
2,41
6,58
4,99
8,96
1,73
5,8
4,90
8,2
4,63
5,48
6,71
7,36
9,30
5,52
10,48
2,39
5,66
7,95
8,40
10,70
5,46
8,30
5,56
1,10
8,38
6,4
5,79
3,28
5,1
5,55
5,12
7,28
7,5
9,60
2,82
3,81
9,18
2,91
5,13
7,95
1,47
8,12
1,3
1,91
4,29
1,36
2,86
3,85
9,94
2,10
6,42
7,87
5,67
8,98
6,94
8,80
4,64
7,80
6,23
7,24
10,11
1,7
4,57
9,11
9,84
10,47
4,34
7,66
7,47
10,29
2,56
1,55
3,47
9,86
2,54
7,61
9,84
4,16
9,58
1,36
1,61
4,43
3,34
7,32
4,92
7,47
8,15
3,79
1,24
9,65
2,74
1,58
3,88
8,19
8,82
8,78
8,95
4,3
5,58
2,81
3,44
2,27
1,18
1,5
7,98
10,29
3,70
9,94
1,52
3,79
9,4
8,35
1,8
6,31
5,81
9,59
6,2
4,21
2,35
8,26
1,82
2,7
5,14
9,5
4,16
5,85
1,41
5,95
1,69
3,45
7,72
1,57
8,2
6,43
1,75
10,59
3,60
2,8
3,60
5,42
6,63
5,1
10,31
7,74
10,20
7,97
3,52
2,31
9,18
6,78
9,30
5,37
3,64
4,19
10,68
5,52
4,87
7,39
10,38
6,81
8,14
2,35
5,84
5,44
9,87
2,14
10,44
8,40
9,89
3,15
5,55
3,83
2,84
3,57
2,81
7,5
3,93
5,71
3,81
1,39
2,65
1,6
7,3
7,44
8,23
6,1
6,68
9,18
5,64
1,78
10,94
7,26
9,79
10,96
10,47
5,29
10,3
2,59
5,53
4,95
7,2
3,80
5,82
9,31
3,91
4,41
1,98
10,56
4,98
2,100
1,35
5,18
7,44
6,40
8,45
5,12
6,2
6,46
7,25
8,69
5,49
8,71
7,14
6,3
9,24
8,30
10,35
10,45
3,58
6,7
3,1
4,10
1,38
1,93
10,24
9,56
9,29
1,80
4,88
4,53
3,50
4,67
9,82
10,56
8,88
4,77
8,7
3,52
6,5
3,65
4,85
5,29
3,46
7,82
2,49
10,89
9,83
10,30
10,99
3,94
3,31
10,3
5,30
8,25
10,29
8,13
8,86
6,94
7,78
10,48
5,90
5,26
3,67
4,5
4,52
4,20
5,36
7,91
1,62
9,39
2,57
1,96
3,3
9,4
4,30
9,77
5,68
6,76
4,29
1,98
1,41
7,57
3,36
1,28
3,85
3,53
4,61
3,88
10,61
2,70
2,23
7,87
1,40
3,34
5,44
3,14
9,6
7,61
1,96
1,49
8,69
10,27
6,74
10,24
7,5
8,90
8,10
5,46
9,15
9,90
5,40
4,59
7,72
6,13
4,90
9,15
1,83
9,93
4,45
5,66
4,99
1,8
5,14
3,14
9,35
6,73
9,11
10,74
10,1
4,39
4,7
8,28
3,44
8,61
5,25
7,93
8,53
10,93
3,95
5,18
5,82
10,4
10,67
2,80
7,84
9,53
6,74
10,63
10,78
10,43
9,77
10,17
5,67
5,48
9,36
6,45
8,2
3,95
10,4
8,64
8,53
8,30
1,10
4,28
7,20
2,100
1,2
4,25
6,11
7,41
9,61
3,72
7,70
7,55
6,98
7,80
1,14
9,96
4,3
6,52
4,25
10,21
10,7
9,43
8,19
8,62
4,72
6,6
9,61
9,27
2,28
5,77
3,8
3,50
5,11
7,90
2,15
4,25
8,80
3,32
10,14
10,4
10,15
3,60
10,59
5,58
4,21
7,52
2,4
10,6
10,90
3,62
8,47
9,79
4,4
1,97
3,60
9,71
1,69
9,50
9,89
8,79
10,22
7,32
10,3
2,64
2,46
7,10
3,1
8,59
4,87
4,35
1,29
4,7
3,62
4,16
3,69
8,24
1,93
5,74
3,77
7,4
10,12
2,84
2,2
2,16
5,22
7,96
6,9
6,57
6,7
3,71
4,91
10,65
10,29
8,94
10,32
7,5
5,49
8,55
7,61
3,83
9,69
2,78
9,22
6,46
5,70
8,73
6,28
9,75
6,6
2,25
7,93
6,89
2,75
6,42
4,45
6,97
5,64
3,40
6,72
2,85
10,58
8,22
2,62
1,18
5,55
8,89
8,15
5,89
9,16
1,80
10,65
7,49
10,53
10,45
5,25
10,3
5,35
2,83
9,38
10,59
3,51
10,5
6,20
1,47
2,81
4,100
4,98
7,64
10,49
9,24
8,100
8,9
1,58
3,31
9,50
9,5
4,40
6,16
2,59
1,30
2,69
7,41
9,27
1,96
9,17
5,71
4,100
7,64
2,47
7,27
1,39
8,65
8,81
8,43
9,97
5,74
1,91
10,85
10,11
6,58
8,78
5,55
9,57
4,97
10,69
9,13
1,29
9,42
5,21
2,66
2,27
4,55
1,25
6,14
9,75
3,69
4,51
5,64
3,7
6,31
3,56
3,35
10,77
5,40
6,84
3,22
3,3
8,84
7,93
5,100
8,32
3,30
6,99
1,70
5,88
8,42
2,45
4,89
4,58
6,10
2,100
5,39
3,3
9,23
7,60
5,8
2,18
1,29
10,25
7,18
3,66
1,40
1,39
4,98
10,66
9,4
4,42
7,86
1,18
7,32
4,67
4,39
2,69
4,59
7,71
1,47
7,81
8,78
3,100
6,1
6,49
7,71
10,5
5,54
4,58
3,37
8,75
8,81
7,6
10,74
10,57
4,27
1,26
7,78
9,63
1,85
4,59
1,65
7,98
1,59
10,92
3,25
9,50
4,2
1,58
6,64
10,33
4,26
3,37
6,95
3,72
8,25
5,34
10,84
2,62
5,71
1,11
7,61
2,60
4,56
9,2
3,52
5,72
3,2
6,28
8,94
3,50
6,61
6,6
4,35
10,23
6,64
2,11
4,37
1,3
8,15
10,29
4,24
3,67
8,19
1,31
10,58
10,86
1,91
2,28
5,20
1,55
9,1
1,4
10,36
4,62
7,36
8,42
7,77
7,74
10,87
4,74
6,20
7,47
7,99
10,29
5,49
3,81
1,33
2,58
8,28
3,76
8,40
9,68
3,93
2,64
10,30
6,80
2,19
1,24
10,96
4,96
6,78
3,93
4,28
7,57
7,93
6,49
4,23
8,5
5,44
5,10
2,75
10,89
7,82
6,88
4,97
9,79
8,73
5,97
4,26
7,86
10,59
9,71
6,93
10,87
2,12
5,91
1,69
1,8
10,33
4,88
4,18
9,19
9,98
5,80
2,17
1,43
7,74
5,76
5,28
4,78
4,45
1,32
2,21
5,87
7,20
9,61
8,95
2,7
3,27
7,16
7,45
6,76
2,4
3,13
6,61
8,87
9,28
6,56
7,67
5,13
2,76
3,69
5,36
8,59
5,83
2,75
9,36
7,45
3,43
5,53
2,90
5,17
3,86
8,69
2,61
6,39
1,98
8,71
7,89
8,27
2,98
8,76
1,52
8,8
10,69
8,11
10,15
10,25
3,9
4,71
2,92
2,31
9,58
8,6
9,42
5,25
3,7
2,58
6,68
9,30
1,3
2,5
8,93
2,19
4,1
1,87
9,25
2,39
4,27
7,11
4,46
8,85
10,54
8,70
10,81
1,24
8,9
6,26
7,28
2,77
2,59
6,24
9,66
10,1
3,40
6,58
1,59
1,38
4,36
7,100
2,29
9,8
7,11
4,44
6,78
3,85
9,69
5,57
6,55
10,65
10,74
6,22
6,22
10,18
7,61
2,12
4,56
2,95
2,39
6,34
5,90
3,8
3,34
5,36
5,80
9,35
5,52
9,68
10,54
8,96
6,41
8,25
9,82
9,1
1,96
5,29
6,61
7,83
2,26
6,20
10,19
7,49
5,80
10,64
10,76
5,28
10,100
4,3
1,9
6,86
1,53
5,96
4,21
6,34
7,58
4,34
9,7
5,77
6,1
2,25
10,56
9,43
9,15
3,77
10,51
7,9
1,70
5,37
9,47
1,18
4,87
6,54
3,26
2,42
7,76
7,75
8,85
10,42
1,80
2,95
8,89
4,21
6,38
3,20
5,91
7,90
5,38
3,14
2,21
2,74
5,95
3,36
8,70
10,30
4,89
5,85
5,43
6,72
5,50
9,25
2,48
10,96
7,55
6,39
7,43
6,78
4,1
7,43
8,61
8,76
6,56
10,59
7,83
2,49
9,93
7,27
6,34
3,92
2,78
2,5
10,13
6,38
7,55
3,85
5,95
6,85
6,45
8,29
4,55
5,39
7,69
8,95
7,98
4,87
7,41
3,21
10,12
9,39
3,12
4,68
3,68
10,9
4,42
3,52
5,32
2,12
3,38
8,19
6,59
3,8
7,99
2,37
3,1
1,16
4,31
1,4
1,36
9,75
9,34
5,4
3,96
9,35
1,91
2,63
2,65
10,96
9,79
2,79
5,60
1,26
9,4
7,28
10,34
2,40
9,30
5,76
4,42
10,7
9,37
7,42
8,75
6,19
2,52
6,6
5,54
2,51
2,16
10,36
10,23
2,73
5,91
8,90
4,2
5,22
4,30
9,23
10,72
7,22
2,39
8,92
1,23
10,17
5,23
2,48
8,67
2,57
2,2
5,50
7,3
4,53
6,8
10,53
5,98
8,88
3,31
4,38
9,1
10,49
3,64
9,100
3,25
6,24
9,51
10,12
6,46
1,66
3,65
3,11
6,10
1,31
2,45
5,1
9,54
10,38
8,86
7,59
9,76
5,4
8,49
10,76
4,6
3,56
3,42
3,85
2,70
6,20
5,95
6,57
2,49
3,46
1,6
9,60
2,65
2,11
7,64
6,10
10,62
9,6
4,52
4,73
10,52
7,15
4,92
6,79
4,42
3,27
3,90
2,70
4,78
5,45
1,84
9,97
1,53
10,77
1,18
1,12
10,77
2,37
8,76
9,49
9,98
4,75
4,62
3,84
6,37
4,21
8,9
2,3
4,55
9,17
1,45
6,29
9,72
5,61
1,58
8,91
4,29
4,100
9,34
2,31
6,23
9,28
4,60
8,73
9,81
5,96
1,16
8,17
4,59
5,34
7,2
5,29
4,60
3,25
10,62
5,19
2,22
5,6
2,16
10,53
5,17
4,73
6,8
6,40
5,59
2,17
2,21
8,68
7,23
5,14
7,30
8,97
5,1
4,54
5,81
7,37
5,68
10,77
6,37
8,57
1,31
9,52
8,7
4,5
1,69
2,15
7,55
2,47
1,1
2,56
7,71
1,34
2,44
2,20
7,30
5,74
6,32
10,55
4,76
4,63
1,13
10,38
1,21
7,97
3,64
8,41
3,25
4,68
7,57
2,34
2,15
1,24
9,97
3,37
5,50
10,46
8,99
7,53
4,31
6,59
2,74
8,59
3,44
3,95
7,54
1,33
9,44
5,67
3,56
4,40
6,50
3,24
2,90
5,14
7,96
9,97
3,38
6,89
9,53
3,52
10,67
7,97
8,35
4,18
6,63
8,12
9,28
8,43
2,83
5,6
8,34
3,14
4,74
5,69
4,93
10,27
1,96
6,88
9,41
9,96
9,59
2,94
2,15
8,56
8,55
9,23
3,6
6,68
1,40
1,48
2,28
6,52
7,9
8,79
8,46
7,7
4,55
10,39
5,96
9,82
5,23
4,63
4,75
1,9
4,80
1,71
5,88
10,27
1,72
5,24
1,83
9,39
10,45
5,59
1,9
3,88
9,41
10,54
4,81
5,48
2,94
3,80
3,30
5,67
2,3
3,38
1,79
7,96
8,36
3,85
6,76
5,100
10,10
4,2
3,53
10,42
9,39
4,47
2,24
6,67
5,49
5,11
9,24
8,43
2,13
2,68
9,46
4,36
7,24
7,65
7,39
2,12
1,46
8,27
7,70
1,4
1,93
3,45
10,64
4,90
5,20
5,88
6,78
7,61
8,35
3,55
3,65
1,80
7,75
2,41
2,33
5,54
7,78
3,14
1,21
5,89
10,70
8,6
9,36
7,74
4,43
8,54
2,12
4,34
2,79
6,77
1,8
3,41
9,63
4,52
5,40
10,62
7,84
10,23
4,16
8,15
10,12
7,73
6,28
3,21
6,9
2,25
1,6
3,3
6,4
3,61
3,52
6,56
1,46
10,79
1,97
9,95
2,12
7,19
2,54
6,56
5,29
2,28
2,69
4,92
4,53
4,52
6,76
8,16
4,91
6,66
2,17
9,62
8,86
9,95
8,87
6,65
7,72
3,65
1,5
10,94
7,88
8,3
5,31
5,91
7,14
9,76
4,73
1,77
1,38
6,27
1,57
5,48
8,3
4,55
9,55
6,74
9,71
3,48
7,84
2,57
8,2
2,63
10,45
10,26
6,52
10,9
8,37
7,73
5,23
4,87
6,77
6,47
10,19
3,87
2,21
10,71
8,99
10,39
5,50
8,51
7,33
3,79
1,72
10,82
2,89
1,75
9,63
4,73
6,13
1,21
1,37
7,49
7,88
10,91
2,12
5,12
8,72
4,18
8,37
10,39
7,63
1,40
1,74
9,79
6,28
4,17
10,57
2,68
1,100
7,25
2,69
5,65
7,36
1,75
7,19
2,90
7,80
5,13
8,4
8,6
6,80
9,90
4,81
5,91
3,52
4,29
9,93
9,76
3,87
3,12
10,22
6,52
1,50
4,65
1,66
7,76
9,10
5,19
1,52
7,19
8,2
5,72
4,44
10,49
9,22
8,82
6,3
3,32
3,79
5,66
1,10
10,91
4,86
5,81
7,53
7,72
8,40
5,17
1,44
9,90
4,37
9,25
7,25
9,62
8,17
9,59
10,56
4,55
5,32
10,12
3,21
4,87
3,93
10,67
10,78
7,83
10,21
2,95
10,36
3,66
5,26
2,70
5,59
5,13
7,81
7,94
4,97
10,45
8,61
6,29
7,17
5,7
4,71
9,6
10,85
8,46
7,85
7,39
3,97
2,30
10,54
9,66
9,91
10,27
8,78
5,10
10,75
2,60
7,34
6,7
1,44
3,5
8,5
5,69
7,83
7,83
5,64
8,64
1,78
8,88
6,97
6,33
9,76
5,26
7,70
1,82
9,71
7,75
6,81
8,12
10,7
8,81
8,43
9,75
9,19
7,57
1,97
10,79
1,61
7,53
2,47
4,73
9,88
10,91
10,62
9,72
7,91
3,11
10,98
8,31
7,100
9,70
8,22
3,59
9,10
5,62
10,55
4,27
4,91
10,75
3,51
8,36
8,85
3,13
4,87
2,16
1,7
4,17
9,39
4,98
10,94
4,81
9,48
10,75
8,78
8,55
7,24
8,28
8,77
7,70
4,26
3,5
10,18
5,20
6,20
9,64
10,51
5,3
4,9
6,25
6,10
3,100
10,79
10,89
1,28
2,30
9,14
7,21
2,20
7,37
3,57
10,99
7,84
6,72
2,41
6,89
6,89
9,87
5,10
8,85
6,40
2,57
7,88
10,28
7,57
3,88
10,94
3,98
1,90
3,86
3,87
4,33
6,67
3,91
7,100
2,33
7,42
4,94
1,4
3,37
6,97
4,5
7,86
6,91
2,8
5,34
7,64
4,49
2,76
5,97
8,49
3,59
1,1
9,64
1,35
3,45
6,26
9,12
8,88
8,70
3,93
10,54
4,36
4,54
8,87
6,44
7,16
6,79
7,63
8,91
2,7
4,95
8,70
6,27
3,58
4,24
7,21
6,15
7,1
